diff_booking_to_cancel,original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
-1,206.26,30,212,0,4,871,92,1,16,29
-1,109.29,241,2,0,2,243,92,2,273,29
1,74.49,214,10,0,2,276,102,2,325,26
-1,91.43,212,7,0,2,544,40,2,132,14
-1,223.75,136,73,0,5,869,92,1,24,19
-1,98.67,140,62,0,2,243,91,2,273,29
-1,503.56,222,10,0,2,564,49,2,614,5
-1,33.98,185,1,0,2,107,40,2,549,19
327,347.72,245,328,0,2,741,37,1,168,29
-1,255.6,206,3,0,2,513,80,2,359,29
80,395.1,137,81,0,1,714,54,2,597,29
16,224.31,191,16,0,2,530,99,2,202,29
-1,616.91,133,130,0,2,741,37,2,168,5
-1,362.12,186,3,0,3,322,86,2,492,29
56,415.14,129,96,0,2,691,91,1,547,19
-1,54.85,218,12,0,1,427,37,2,548,29
-1,40.2,242,11,0,2,427,94,2,548,29
-1,229.55,220,11,0,2,578,95,2,10,22
37,173.63,191,40,0,2,272,39,2,51,29
-1,464.16,206,26,0,2,399,3,2,359,29
-1,229.0,242,5,0,2,182,18,2,353,5
-1,78.66,191,2,0,2,45,92,2,570,18
-1,31.11,218,1,0,2,709,39,2,87,26
-1,262.5,270,3,0,2,148,67,2,72,19
-1,121.04,244,15,0,2,214,92,2,267,19
4,214.46,204,5,0,4,815,99,2,79,5
48,153.65,94,102,0,2,252,91,2,563,29
-1,59.74,194,8,0,2,693,40,2,587,22
-1,227.54,228,33,0,1,320,99,2,548,22
-1,230.53,217,44,0,2,875,86,1,79,19
2,82.21,32,202,0,2,562,98,1,614,19
-1,505.47,216,18,0,6,726,56,2,92,5
-1,92.4,219,6,0,1,266,3,1,618,19
22,499.86,180,45,0,4,50,86,2,614,29
57,369.49,126,106,0,2,236,99,2,175,29
-1,733.5,192,33,0,2,328,28,2,123,29
-1,228.8,254,6,0,2,781,98,2,42,29
-1,251.21,237,1,0,3,449,86,2,544,19
-1,109.1,137,116,0,2,426,86,2,391,29
-1,52.86,159,42,0,1,51,37,2,200,29
-1,1351.81,217,4,0,2,140,98,2,580,5
211,13.14,50,214,0,1,583,86,1,445,19
-1,407.38,185,62,0,2,308,91,2,565,29
-1,43.94,253,2,0,2,340,39,2,73,19
-1,194.3,245,17,0,3,776,39,2,359,29
15,155.01,220,18,0,2,62,86,2,268,19
20,250.97,173,24,0,2,51,86,1,200,29
-1,72.15,189,5,0,2,307,99,2,11,29
-1,171.74,109,129,0,2,437,40,2,570,29
-1,431.43,227,35,0,2,478,18,2,287,26
-1,59.55,272,1,0,2,513,40,2,359,29
-1,205.61,237,36,0,2,90,32,2,154,19
-1,114.01,209,59,0,1,546,54,1,345,29
-1,121.89,200,1,0,2,770,91,2,205,29
1,106.78,262,6,0,3,190,40,2,351,19
135,211.54,130,143,0,4,630,82,1,47,29
-1,109.14,225,21,0,2,427,40,2,548,29
-1,46.83,216,1,0,2,695,97,2,209,29
-1,102.93,227,11,0,2,281,86,1,276,19
-1,120.52,213,24,0,2,400,32,1,413,19
-1,87.34,213,2,0,2,427,40,2,548,3
1,61.58,237,1,0,2,243,28,2,273,29
118,439.31,54,135,0,2,427,91,1,548,16
-1,171.17,239,5,0,2,399,82,2,359,19
75,507.34,162,78,0,2,876,86,1,535,19
-1,207.36,213,17,0,2,62,56,2,268,19
-1,119.9,138,46,0,2,403,37,2,260,19
-1,189.94,196,1,0,2,478,37,2,287,29
-1,243.19,142,91,0,3,592,37,1,482,26
86,513.15,109,91,0,2,182,91,2,353,19
-1,69.84,201,7,0,2,317,74,2,307,19
-1,168.97,193,27,0,2,654,18,1,508,29
-1,225.46,211,6,0,2,541,102,1,544,29
51,483.45,71,138,0,3,854,86,1,357,19
-1,57.36,214,1,0,2,858,99,2,136,5
-1,132.26,261,2,0,2,772,42,2,548,19
-1,55.96,211,18,0,2,12,95,2,267,19
-1,171.22,251,20,0,2,259,37,2,439,29
-1,285.52,202,10,0,2,872,3,2,535,29
-1,39.42,177,20,0,2,869,86,2,24,19
-1,174.06,198,11,0,2,548,81,1,109,29
26,13.63,163,26,0,1,833,91,2,361,19
-1,288.2,253,10,0,2,720,86,2,330,29
-1,120.33,145,61,0,2,870,18,2,178,27
33,257.44,184,39,0,2,745,86,1,561,5
-1,121.64,181,43,0,6,125,8,1,24,19
0,188.97,209,2,0,2,726,71,2,92,29
-1,21.8,214,4,0,2,792,40,2,120,29
-1,157.3,195,37,0,2,56,44,1,110,29
-1,35.88,192,23,0,1,857,86,1,311,19
-1,305.97,217,3,0,2,464,39,2,548,29
28,167.04,174,35,0,2,770,99,1,205,19
-1,248.48,186,6,0,2,107,81,2,549,29
-1,276.66,167,53,0,2,193,86,2,544,19
-1,68.86,196,23,0,2,513,3,2,359,19
16,170.04,222,48,0,4,51,18,2,200,4
123,25.21,50,220,0,1,583,86,1,445,19
97,620.84,82,108,0,4,220,85,2,133,5
16,295.23,235,17,0,2,223,82,1,158,29
-1,76.72,137,122,0,2,884,82,2,2,29
-1,97.08,224,1,0,3,678,43,2,24,29
-1,86.32,263,1,0,2,50,86,2,614,29
-1,680.07,187,16,0,2,824,86,2,380,29
-1,449.2,215,4,0,2,311,86,2,51,19
-1,206.82,254,9,0,4,186,72,2,251,29
-1,74.84,183,1,0,2,475,18,2,504,4
7,382.21,216,25,0,4,51,91,2,200,19
-1,311.44,190,32,0,2,872,86,2,535,29
-1,401.88,15,179,0,2,753,43,2,273,22
-1,352.42,200,12,0,4,872,86,1,535,29
242,133.95,305,249,0,2,697,91,1,27,19
189,110.87,75,191,0,2,124,91,1,182,19
-1,207.1,153,30,0,1,188,86,2,319,29
107,22.49,85,111,0,2,502,40,2,518,26
-1,205.96,188,71,0,2,872,44,1,535,29
-1,76.36,235,2,0,2,762,98,2,97,29
25,628.84,143,81,0,2,93,37,1,234,29
-1,178.1,189,27,0,2,874,39,1,205,29
-1,568.1,109,152,0,2,490,3,2,617,29
31,145.73,233,34,0,2,872,91,1,535,29
-1,172.75,212,3,0,2,169,56,2,51,20
-1,28.22,187,2,0,2,709,91,2,87,19
-1,293.94,251,16,0,2,127,18,1,379,29
-1,569.74,171,95,0,3,854,37,1,357,29
-1,59.14,259,2,0,1,384,81,2,161,29
-1,74.44,183,5,0,1,546,44,2,345,16
-1,332.72,204,6,0,1,104,98,2,51,29
-1,29.65,260,1,0,2,164,40,2,274,3
-1,775.62,131,65,0,3,827,70,2,3,5
-1,293.81,214,12,0,2,637,44,2,139,29
-1,279.11,177,17,0,2,397,44,2,51,19
-1,200.43,262,1,0,2,231,3,2,618,5
2,275.44,222,3,0,2,879,95,2,579,29
-1,34.12,257,1,0,1,161,39,2,521,26
5,183.12,130,143,0,2,782,44,2,338,29
-1,19.92,254,2,0,1,427,40,2,548,29
-1,15.27,226,1,0,2,584,95,2,356,24
-1,292.21,201,3,0,3,590,37,2,330,19
-1,73.94,178,10,0,2,858,16,2,136,19
38,300.61,203,38,0,2,322,74,1,492,29
-1,150.45,271,1,0,2,773,86,2,415,29
-1,477.01,212,5,0,2,508,86,2,69,29
-1,191.15,202,66,0,2,265,95,2,615,29
-1,56.14,216,1,0,2,490,82,2,617,29
3,303.58,186,65,0,2,761,86,2,393,19
-1,51.31,204,2,0,2,375,44,2,92,29
10,22.7,209,10,0,1,51,86,1,200,29
-1,214.54,115,100,0,4,572,82,2,273,29
-1,25.93,258,1,0,2,452,40,2,328,29
-1,156.18,179,10,0,2,700,86,2,385,29
-1,101.94,238,29,0,4,584,92,1,356,19
6,195.36,266,7,0,2,268,37,2,436,19
-1,90.61,190,5,0,2,427,3,2,548,29
11,206.22,252,13,0,2,709,98,2,87,19
-1,63.39,221,16,0,2,869,43,1,24,19
-1,88.74,225,2,0,2,541,74,2,544,19
-1,786.56,203,25,0,3,572,32,2,273,19
-1,276.84,190,3,0,2,879,86,2,579,29
-1,43.63,250,1,0,1,741,18,2,168,19
-1,76.84,200,10,0,2,804,4,2,499,19
-1,175.53,226,3,0,6,741,86,2,168,29
-1,219.58,254,15,0,2,889,86,2,51,19
62,1099.87,156,68,0,2,50,92,1,614,29
-1,44.11,197,1,0,1,174,98,2,184,29
-1,173.57,242,3,0,2,514,56,2,99,29
12,279.07,218,12,0,1,10,82,1,531,19
9,176.07,163,29,0,2,124,91,1,182,19
-1,185.94,255,15,0,2,281,37,1,276,29
70,50.24,199,72,0,1,846,54,2,36,29
7,744.0,235,16,0,2,513,95,2,359,29
-1,437.56,69,195,0,2,10,91,1,531,29
-1,171.48,183,4,0,2,302,3,2,265,22
-1,78.98,250,10,0,2,359,91,2,19,29
-1,89.07,264,3,0,2,67,37,2,178,19
-1,339.56,224,3,0,2,375,86,2,92,29
-1,379.1,214,49,0,2,243,99,2,273,19
-1,207.82,264,3,0,2,728,90,2,76,19
53,249.22,149,53,0,2,10,86,2,531,29
2,112.2,217,5,0,2,116,86,1,614,5
93,171.02,111,93,0,3,410,91,1,386,19
-1,91.84,252,1,0,2,681,56,2,118,29
-1,436.86,221,9,0,6,759,40,2,359,19
56,251.84,193,56,0,4,308,86,2,565,5
-1,42.21,254,2,0,2,427,71,2,548,29
-1,169.77,163,80,0,3,491,97,2,24,29
1,247.9,209,1,0,2,152,86,2,614,5
-1,228.43,226,1,0,2,93,18,2,234,4
6,189.36,189,6,0,2,62,3,2,268,29
-1,135.2,179,53,0,2,50,54,2,614,19
39,392.24,228,39,0,2,649,86,1,323,5
136,827.93,262,327,0,2,741,37,1,168,29
-1,447.75,227,5,0,2,889,32,2,51,19
-1,1110.79,148,105,0,3,590,98,2,330,29
91,500.7,96,91,0,2,697,91,2,27,29
74,265.07,171,87,0,2,51,91,1,200,16
108,2442.32,60,159,0,12,78,54,1,110,29
15,107.75,237,15,0,2,42,95,1,409,19
2,129.12,199,32,0,2,39,74,2,491,26
54,153.76,206,58,0,2,163,56,1,237,29
-1,356.52,269,4,0,2,138,99,2,51,19
9,567.5,215,23,0,2,854,37,1,357,29
-1,117.74,241,8,0,2,490,95,2,617,19
-1,65.97,77,188,0,2,464,82,2,548,29
-1,111.59,222,22,0,2,544,92,2,132,29
-1,74.87,241,16,0,1,592,44,2,482,16
-1,327.45,222,5,0,2,356,86,2,124,29
-1,197.08,209,20,0,4,527,97,2,136,29
-1,366.62,262,6,0,2,460,16,2,582,5
4,86.96,180,4,0,2,427,40,2,548,29
-1,88.27,230,1,0,2,753,99,2,273,29
-1,56.13,199,55,0,2,614,91,2,616,16
60,851.97,106,134,0,4,513,37,1,359,29
-1,435.44,233,25,0,2,447,95,1,96,16
-1,58.92,202,3,0,2,741,40,2,168,29
11,310.94,244,14,0,2,784,72,1,544,29
-1,123.88,208,9,0,2,572,86,1,273,29
127,558.2,88,128,0,2,52,86,1,531,29
-1,124.98,204,7,0,2,184,18,1,417,29
5,481.83,121,131,0,4,243,98,2,273,19
-1,265.26,240,8,0,3,42,32,2,409,29
-1,1566.57,198,9,0,4,155,98,2,213,29
-1,424.69,251,2,0,2,78,99,2,110,29
-1,348.19,258,15,0,2,741,54,1,168,29
-1,49.92,185,6,0,2,774,74,2,614,19
-1,526.35,30,243,0,2,552,32,2,66,29
-1,351.25,135,69,0,3,273,16,2,159,19
122,516.96,128,122,0,3,637,44,2,139,16
72,241.03,197,73,0,1,85,18,1,96,19
-1,175.16,164,25,0,2,363,99,2,54,19
-1,329.06,172,14,0,4,733,86,2,47,19
-1,192.6,230,7,0,2,770,82,1,205,19
-1,159.2,258,4,0,2,858,3,2,136,22
32,837.35,217,32,0,2,697,86,1,27,5
-1,117.07,117,99,0,2,480,44,1,334,5
36,387.23,179,72,0,1,253,1,1,389,19
-1,42.91,182,1,0,2,375,56,2,92,29
-1,876.29,130,80,0,2,536,37,1,110,19
-1,175.82,235,7,0,1,688,56,2,14,19
-1,731.11,231,9,0,2,243,99,2,273,29
-1,257.91,208,3,0,2,772,3,2,548,29
-1,568.87,200,73,0,2,328,42,2,123,19
-1,142.84,250,5,0,4,338,40,2,274,19
13,2234.05,186,14,0,7,513,44,1,359,29
86,216.14,117,143,0,2,10,56,2,531,29
-1,631.0,175,14,0,2,124,18,2,182,19
-1,281.91,221,18,0,1,465,6,2,51,19
-1,97.06,212,57,0,2,310,95,2,106,29
-1,76.35,205,2,0,2,50,82,2,614,19
12,22.71,260,12,0,1,583,44,1,445,16
76,142.88,190,76,0,2,572,95,2,273,4
-1,1911.23,135,103,0,10,741,91,2,168,29
44,215.8,195,50,0,2,487,86,1,586,29
-1,649.38,102,110,0,4,578,99,2,10,19
-1,61.8,195,4,0,2,863,37,2,327,26
-1,90.99,217,0,0,1,804,99,2,614,29
-1,201.86,115,105,0,2,572,82,2,273,29
-1,137.72,270,2,0,3,677,92,2,422,29
10,304.58,141,56,0,2,557,91,2,457,29
29,300.34,168,33,0,1,871,80,1,16,19
-1,132.66,159,36,0,1,410,44,2,386,29
-1,30.94,184,40,0,2,502,56,2,518,19
18,125.95,113,77,0,1,508,44,1,69,16
-1,661.44,143,68,0,2,671,37,1,341,29
-1,645.44,160,55,0,2,686,91,1,513,29
-1,165.83,219,14,0,2,776,87,2,359,29
-1,145.66,248,8,0,1,827,90,2,3,19
43,933.67,102,139,0,2,93,37,1,234,19
-1,138.08,157,33,0,2,308,39,1,565,29
81,647.44,161,82,0,2,653,86,1,566,29
-1,321.27,211,15,0,2,749,44,2,397,19
21,358.94,244,29,0,2,487,18,1,586,29
-1,225.93,246,17,0,2,889,82,2,51,29
106,79.03,152,112,0,2,741,37,1,168,19
123,112.65,100,123,0,2,262,37,2,543,29
-1,85.78,259,11,0,4,75,92,2,570,26
-1,31.93,133,63,0,2,754,86,2,298,19
-1,232.29,71,160,0,2,52,91,2,531,29
-1,94.26,248,1,0,1,230,91,2,168,26
14,142.14,31,236,0,2,50,91,1,614,19
-1,94.0,192,4,0,2,457,92,2,498,19
-1,251.79,178,63,0,2,775,37,2,548,22
-1,152.95,150,46,0,2,815,54,2,79,29
-1,94.24,179,4,0,3,738,99,2,54,19
9,340.0,261,9,0,2,641,4,2,454,29
-1,191.5,252,1,0,2,322,86,2,492,29
-1,208.47,153,100,0,2,12,85,2,267,29
-1,142.05,144,78,0,2,572,42,2,273,19
-1,103.58,234,1,0,2,20,57,2,93,29
12,567.6,229,12,0,2,464,18,1,548,19
-1,129.0,195,1,0,1,365,99,2,425,19
32,657.99,178,32,0,2,432,39,2,119,5
-1,79.08,176,74,0,1,78,37,2,110,29
11,151.63,227,11,0,2,762,98,1,97,29
10,71.07,191,11,0,2,125,28,1,24,29
-1,43.35,192,1,0,1,107,92,2,549,29
-1,615.87,193,16,0,1,147,91,2,13,29
-1,175.1,173,14,0,1,427,56,2,548,19
7,203.27,239,8,0,2,815,86,1,79,19
-1,56.47,242,2,0,2,527,56,2,136,29
-1,204.24,253,6,0,2,503,3,2,454,29
-1,225.98,138,47,0,4,741,40,2,168,29
-1,366.99,202,52,0,3,236,56,2,175,10
-1,197.22,176,17,0,2,645,40,1,540,29
30,405.11,166,30,0,2,671,86,1,341,16
-1,136.7,268,3,0,2,276,3,2,325,5
-1,544.49,189,34,0,1,49,3,2,115,19
138,89.93,71,138,0,2,52,91,1,531,16
-1,35.68,225,2,0,2,584,92,2,356,29
-1,129.13,254,9,0,2,770,56,2,205,29
-1,455.52,110,118,0,1,21,98,2,60,22
45,1155.34,163,78,0,3,227,44,1,492,19
5,51.03,221,5,0,2,690,86,1,167,19
-1,119.19,167,54,0,2,571,86,2,562,19
-1,298.36,239,9,0,1,859,3,2,548,19
139,290.25,73,143,0,2,188,91,1,319,29
-1,328.3,124,77,0,4,243,56,2,273,29
-1,387.54,162,33,0,4,244,82,2,294,29
-1,151.28,178,67,0,2,289,99,2,501,29
-1,86.31,271,2,0,2,214,92,2,267,29
-1,127.84,222,15,0,2,310,86,1,106,29
-1,599.02,159,40,0,2,321,18,2,58,4
-1,56.49,253,1,0,2,470,86,2,104,29
81,527.52,173,81,0,2,741,91,2,168,16
4,457.9,211,8,0,4,443,18,2,92,29
34,77.55,199,39,0,2,512,86,1,455,19
24,265.88,160,30,0,4,671,86,2,341,29
-1,210.31,236,31,0,2,482,37,2,527,19
121,426.12,74,122,0,4,879,91,2,579,29
-1,592.24,168,30,0,5,146,86,2,596,29
13,303.64,221,17,0,2,4,82,1,509,19
-1,622.8,200,16,0,2,62,16,2,268,5
99,652.36,118,100,0,4,820,54,1,113,29
-1,469.83,231,5,0,2,243,74,2,273,29
41,175.08,145,41,0,2,809,18,2,430,30
-1,448.88,207,3,0,3,741,86,2,168,29
7,403.29,7,209,0,2,876,37,1,535,29
-1,64.92,235,2,0,2,42,56,2,409,29
-1,1437.6,178,81,0,6,375,92,2,92,5
39,92.9,158,52,0,1,852,86,2,378,5
144,240.34,78,189,0,2,745,91,1,561,19
-1,410.1,176,51,0,5,13,86,2,516,29
-1,69.69,244,3,0,2,487,92,2,586,29
-1,86.63,144,79,0,2,44,82,2,614,19
-1,57.69,184,2,0,2,126,40,2,443,29
-1,302.97,161,24,0,2,114,74,2,407,19
-1,39.05,271,2,0,1,188,44,2,319,29
-1,22.65,266,1,0,2,267,56,2,242,10
5,96.63,241,30,0,2,671,86,1,341,29
-1,43.05,257,3,0,1,375,95,2,92,20
-1,49.26,212,3,0,2,753,40,2,273,19
18,119.62,237,18,0,2,392,95,2,94,4
-1,1144.72,251,20,0,5,572,86,2,273,16
-1,61.46,235,8,0,2,448,92,2,1,19
-1,198.93,210,1,0,2,572,44,2,273,19
19,283.23,211,19,0,2,534,44,2,132,5
-1,129.85,256,2,0,2,243,18,2,273,26
-1,27.17,230,4,0,1,583,44,2,445,29
10,80.63,223,15,0,3,107,82,1,549,29
-1,81.69,260,1,0,2,460,37,2,582,29
-1,68.26,231,1,0,2,322,56,2,492,29
-1,348.29,213,45,0,2,831,86,1,532,29
29,794.34,152,97,0,2,718,86,2,51,19
-1,186.6,207,3,0,3,235,39,2,186,19
216,90.89,24,223,0,1,188,86,1,319,29
24,921.9,183,49,0,2,572,98,1,273,5
-1,141.68,152,54,0,2,815,37,2,79,29
14,98.66,247,26,0,2,402,56,1,268,29
2,15.12,237,13,0,4,502,40,2,518,19
7,1099.6,227,37,0,4,776,37,2,359,29
8,79.11,160,40,0,1,762,72,2,97,29
-1,277.54,145,93,0,2,402,44,1,268,29
-1,394.33,217,23,0,2,206,86,2,605,29
-1,88.45,224,21,0,2,325,3,1,462,5
169,410.72,14,207,0,2,93,54,1,234,29
-1,263.44,131,52,0,2,464,86,2,548,19
-1,58.88,219,6,0,4,427,40,2,548,19
-1,196.93,230,28,0,2,578,16,2,10,19
2,919.92,213,13,0,4,454,99,2,411,29
-1,952.84,110,103,0,8,188,37,1,319,19
-1,16.67,190,2,0,2,584,92,2,356,29
-1,377.19,149,85,0,2,710,3,2,283,19
-1,174.34,253,18,0,2,100,56,2,39,29
-1,171.31,205,17,0,2,490,56,1,617,29
10,107.36,176,41,0,2,445,37,2,173,29
-1,68.41,152,41,0,1,270,18,1,334,29
-1,69.16,250,2,0,2,726,40,2,92,19
-1,89.61,120,91,0,2,427,28,2,548,29
51,137.36,126,60,0,1,851,86,1,463,29
2,9.31,237,2,0,2,709,56,2,87,29
116,69.33,153,120,0,1,335,44,1,176,16
-1,172.92,204,10,0,1,4,37,2,509,5
-1,348.39,187,5,0,2,534,18,2,132,4
-1,59.62,217,1,0,2,858,74,2,136,30
-1,75.39,211,13,0,1,788,91,2,146,29
-1,264.57,177,14,0,2,4,86,2,509,19
-1,125.08,146,67,0,2,697,44,2,27,29
15,226.68,202,15,0,3,480,44,2,334,29
-1,271.12,180,4,0,2,703,92,2,45,29
-1,819.69,205,10,0,2,475,99,2,504,29
-1,316.31,253,13,0,2,745,86,1,561,5
10,348.66,220,38,0,2,110,95,1,598,19
107,216.56,100,117,0,2,859,82,1,548,29
-1,24.63,263,5,0,2,427,95,2,548,29
-1,790.9,191,69,0,2,414,39,2,264,19
9,338.98,201,9,0,2,481,91,2,466,29
2,311.32,234,15,0,2,487,86,2,586,5
-1,121.32,216,2,0,2,513,16,2,359,5
-1,67.44,179,9,0,2,427,82,2,548,19
34,230.74,206,35,0,2,854,91,1,357,19
91,626.1,93,94,0,2,697,91,1,27,29
78,326.45,115,83,0,2,244,82,2,294,19
156,609.48,361,238,0,2,114,74,1,407,19
-1,312.86,217,15,0,2,671,86,2,341,29
14,196.98,217,14,0,3,271,7,2,354,29
-1,185.25,237,19,0,2,487,56,2,586,29
1,67.15,246,1,0,2,572,56,2,273,29
-1,300.95,185,47,0,2,242,3,2,204,29
-1,138.44,234,4,0,2,762,98,2,97,29
10,531.19,255,10,0,2,124,37,2,182,5
-1,946.95,211,48,0,6,446,95,2,574,29
-1,350.02,229,36,0,2,52,91,1,531,19
195,149.0,52,195,0,2,51,91,1,200,16
-1,73.47,252,1,0,2,458,56,2,51,29
123,581.24,72,136,0,2,82,91,1,408,29
-1,256.68,221,5,0,2,350,63,2,427,29
-1,293.08,199,7,0,2,50,98,2,614,29
-1,70.09,185,6,0,1,572,56,2,273,29
35,146.68,160,35,0,2,706,86,1,531,29
-1,281.71,177,19,0,2,630,44,1,47,29
-1,193.63,142,60,0,2,147,44,2,13,29
-1,7.99,256,1,0,2,709,40,2,87,3
-1,213.48,78,108,0,2,872,37,2,535,5
6,75.11,219,36,0,2,869,8,2,24,29
-1,35.8,271,1,0,2,398,40,2,549,29
-1,437.18,172,36,0,2,761,91,1,393,29
-1,54.74,268,1,0,2,809,92,2,430,29
10,338.93,236,13,0,3,149,82,2,408,29
-1,281.59,213,25,0,2,51,95,2,200,4
-1,135.12,253,4,0,3,677,92,2,422,29
-1,418.64,260,4,0,4,645,37,2,540,5
-1,105.0,161,25,0,2,774,74,1,614,19
-1,157.08,208,14,0,2,399,102,2,359,19
44,74.41,157,46,0,1,151,86,1,296,5
1,70.35,231,1,0,2,464,40,2,548,19
-1,338.14,187,2,0,2,759,3,2,359,16
12,34.28,251,15,0,2,577,91,1,508,29
19,254.1,174,20,0,2,863,18,2,327,5
92,350.16,127,101,0,4,50,86,1,614,29
47,705.58,163,54,0,4,844,82,1,16,19
-1,25.87,195,1,0,2,49,40,2,115,19
-1,117.44,244,15,0,1,824,44,2,380,29
-1,1479.29,254,1,0,2,668,28,2,396,29
9,272.89,191,16,0,2,218,42,2,584,19
1,45.39,200,1,0,1,469,44,2,536,29
-1,268.0,263,2,0,2,815,81,2,79,29
-1,106.77,191,4,0,2,572,92,2,273,19
-1,97.4,128,65,0,4,308,18,2,565,26
6,202.13,223,17,0,2,464,74,1,548,19
-1,469.49,134,79,0,2,513,86,2,359,16
7,183.18,249,11,0,2,310,86,1,106,29
-1,97.48,223,8,0,2,321,44,1,58,29
66,66.63,167,69,0,2,52,91,2,531,16
-1,193.38,221,2,0,2,504,99,2,454,19
-1,487.54,87,139,0,4,281,86,2,276,29
6,117.68,190,7,0,2,630,86,1,47,19
193,3241.02,22,195,0,2,402,44,1,268,16
28,930.67,209,32,0,2,513,91,1,359,29
-1,206.79,218,18,0,1,592,44,2,482,26
-1,122.19,248,3,0,2,671,86,2,341,29
-1,194.31,199,13,0,2,753,82,2,273,29
10,159.26,218,10,0,3,300,37,2,51,5
37,1680.0,183,53,0,2,874,81,2,205,29
-1,305.44,181,14,0,3,184,37,2,417,29
-1,376.7,240,11,0,1,784,86,2,544,29
-1,137.63,199,3,0,2,328,37,2,123,29
-1,95.46,240,2,0,2,527,56,2,136,10
-1,167.31,21,249,0,2,168,86,2,90,5
-1,327.85,189,61,0,2,193,86,2,544,19
118,352.58,94,118,0,2,687,86,1,235,19
-1,41.8,217,19,0,1,854,95,2,357,19
-1,74.24,185,1,0,2,475,18,2,504,4
69,278.99,143,93,0,2,52,91,2,531,16
-1,495.6,153,58,0,2,879,18,2,579,4
-1,57.19,207,4,0,2,450,86,2,217,19
329,1014.46,285,342,0,2,815,99,2,79,29
-1,240.61,101,96,0,2,70,91,2,141,19
-1,140.54,196,44,0,2,884,37,2,2,27
-1,311.16,177,74,0,2,879,18,2,579,29
-1,740.25,181,30,0,2,874,97,2,205,29
-1,67.05,224,1,0,2,677,92,2,422,29
-1,359.8,221,27,0,2,717,99,2,503,29
-1,555.03,205,30,0,2,815,74,2,79,19
-1,324.26,225,39,0,2,50,56,2,614,29
37,2459.25,221,37,0,6,114,63,2,407,29
20,4564.62,243,20,0,2,389,3,2,166,29
-1,1248.36,85,118,0,7,243,99,2,273,29
29,603.06,232,30,0,2,544,86,2,132,19
59,386.22,95,129,0,4,741,37,1,168,29
18,1285.92,223,33,0,2,103,99,2,496,29
-1,39.68,177,7,0,1,741,44,1,168,29
201,460.64,65,202,0,2,741,37,1,168,29
-1,128.16,199,3,0,2,478,37,2,287,29
-1,7.7,182,1,0,2,502,40,2,518,15
-1,153.75,258,3,0,2,251,76,2,525,19
6,1017.18,173,23,0,4,51,91,2,200,29
1,405.58,185,1,0,2,264,81,2,492,19
-1,70.5,232,1,0,1,638,3,2,289,19
-1,507.46,195,19,0,2,196,92,2,300,29
-1,36.39,251,13,0,2,630,44,1,47,16
38,204.84,169,38,0,2,426,91,1,391,29
-1,73.84,192,2,0,2,810,98,2,291,29
-1,681.32,179,13,0,3,557,91,2,457,19
-1,119.96,194,5,0,2,251,56,2,525,19
-1,36.16,225,1,0,4,584,99,2,356,29
-1,382.34,219,3,0,2,243,92,2,273,29
-1,62.08,234,10,0,2,546,86,2,345,19
-1,150.08,203,68,0,2,464,91,2,548,19
-1,232.08,201,56,0,2,534,44,1,132,29
-1,457.41,64,124,0,2,784,3,2,544,19
-1,38.86,203,12,0,2,584,92,2,356,29
-1,47.53,213,1,0,2,157,18,2,474,4
-1,227.78,232,14,0,2,357,44,1,586,29
14,1697.0,186,34,0,2,889,56,2,51,29
-1,300.61,262,0,0,3,406,37,2,128,29
-1,101.19,207,37,0,3,412,56,1,336,29
-1,162.27,190,30,0,2,78,91,2,110,29
-1,129.73,197,62,0,2,745,44,2,561,29
-1,82.6,231,4,0,2,527,56,2,136,20
-1,357.76,213,44,0,2,427,37,2,548,29
30,696.05,189,30,0,2,508,86,1,69,29
-1,1500.46,216,49,0,2,464,88,2,548,5
-1,230.37,174,66,0,2,697,91,2,27,29
-1,71.57,250,4,0,3,527,56,2,136,19
-1,255.0,193,23,0,4,822,86,1,298,29
-1,2150.75,211,20,0,8,67,56,2,178,29
-1,548.18,53,138,0,4,781,81,2,42,29
-1,342.03,212,37,0,2,322,91,2,492,16
-1,65.11,235,9,0,2,412,56,2,336,29
-1,70.59,243,2,0,2,527,56,2,136,29
-1,183.96,208,4,0,2,490,82,2,617,20
-1,1971.32,75,121,0,8,447,54,2,96,27
-1,234.76,233,34,0,2,256,99,2,350,29
-1,37.24,256,14,0,2,530,99,2,202,22
48,136.2,168,63,0,4,869,86,1,24,29
-1,471.93,256,4,0,1,761,95,2,393,19
7,78.74,175,79,0,1,270,37,1,334,19
-1,61.59,247,16,0,1,157,44,2,474,29
-1,92.85,214,25,0,2,672,98,2,216,29
-1,156.33,254,16,0,5,12,95,2,267,29
-1,616.55,78,139,0,2,829,74,2,506,29
-1,990.97,187,62,0,2,193,86,2,544,19
95,639.96,89,128,0,2,52,86,1,531,29
-1,380.48,176,53,0,2,889,99,2,51,29
0,39.92,204,1,0,2,184,86,2,417,26
-1,541.46,160,60,0,2,447,37,2,96,5
-1,294.53,224,11,0,2,147,99,2,13,29
55,56.49,132,57,0,1,546,44,1,345,29
-1,72.34,249,1,0,2,478,37,2,287,26
-1,16.17,244,1,0,2,502,39,2,518,19
-1,201.84,199,1,0,2,716,97,2,611,29
220,108.01,276,272,0,2,545,37,1,261,29
-1,359.76,236,32,0,1,10,98,2,531,22
